year,county,state,county_name,income,perc_change,est_mortgage,income_needed,actual_needed_diff,actual_needed_ratio
 2020,Monroe,WI,"Monroe, WI",46451,9,1010,43286,3165,1.07
 2021,Monroe,WI,"Monroe, WI",49000,6,1323,56700,-7700,0.86
 2019,Monroe,WV,"Monroe, WV",35289,0,744,31886,3403,1.11
 2020,Monroe,WV,"Monroe, WV",38094,8,807,34586,3508,1.1
 2021,Monroe,WV,"Monroe, WV",41207,8,706,30257,10950,1.36
 2019,Montague,TX,"Montague, TX",42669,0,793,33986,8683,1.26
 2020,Montague,TX,"Montague, TX",43419,2,767,32871,10548,1.32
 2021,Montague,TX,"Montague, TX",45716,5,1099,47100,-1384,0.97
 2019,Montcalm,MI,"Montcalm, MI",34438,0,699,29957,4481,1.15
 2020,Montcalm,MI,"Montcalm, MI",38314,11,869,37243,1071,1.03
 2021,Montcalm,MI,"Montcalm, MI",40592,6,867,37157,3435,1.09
 2019,Monterey,CA,"Monterey, CA",56313,0,4317,185014,-128701,0.3
 2020,Monterey,CA,"Monterey, CA",61105,9,5255,225214,-164109,0.27
 2021,Monterey,CA,"Monterey, CA",63449,4,5120,219429,-155980,0.29
 2019,Montezuma,CO,"Montezuma, CO",44060,0,1592,68229,-24169,0.65
 2020,Montezuma,CO,"Montezuma, CO",46887,6,1826,78257,-31370,0.6
 2021,Montezuma,CO,"Montezuma, CO",50960,9,2345,100500,-49540,0.51
 2019,Montgomery,AL,"Montgomery, AL",43593,0,861,36900,6693,1.18
 2020,Montgomery,AL,"Montgomery, AL",47054,8,1055,45214,1840,1.04
 2021,Montgomery,AL,"Montgomery, AL",50337,7,995,42643,7694,1.18
 2019,Montgomery,AR,"Montgomery, AR",31575,0,879,37671,-6096,0.84
 2020,Montgomery,AR,"Montgomery, AR",34374,9,1048,44914,-10540,0.77
 2021,Montgomery,AR,"Montgomery, AR",37039,8,1417,60729,-23690,0.61
 2019,Montgomery,GA,"Montgomery, GA",31503,0,977,41871,-10368,0.75
 2020,Montgomery,GA,"Montgomery, GA",35598,13,969,41529,-5931,0.86
 2021,Montgomery,GA,"Montgomery, GA",37935,7,1592,68229,-30294,0.56
 2019,Montgomery,IA,"Montgomery, IA",41310,0,539,23100,18210,1.79
 2020,Montgomery,IA,"Montgomery, IA",44375,7,397,17014,27361,2.61
 2021,Montgomery,IA,"Montgomery, IA",48436,9,395,16929,31507,2.86
 2019,Montgomery,IL,"Montgomery, IL",35749,0,373,15986,19763,2.24
 2020,Montgomery,IL,"Montgomery, IL",39594,11,461,19757,19837,2
 2021,Montgomery,IL,"Montgomery, IL",43358,10,491,21043,22315,2.06
 2019,Montgomery,IN,"Montgomery, IN",40969,0,577,24729,16240,1.66
 2020,Montgomery,IN,"Montgomery, IN",44618,9,682,29229,15389,1.53
 2021,Montgomery,IN,"Montgomery, IN",48866,10,883,37843,11023,1.29
 2019,Montgomery,KS,"Montgomery, KS",37622,0,282,12086,25536,3.11
 2020,Montgomery,KS,"Montgomery, KS",40841,9,357,15300,25541,2.67
 2021,Montgomery,KS,"Montgomery, KS",43689,7,348,14914,28775,2.93
 2019,Montgomery,KY,"Montgomery, KY",36140,0,818,35057,1083,1.03
 2020,Montgomery,KY,"Montgomery, KY",39770,10,820,35143,4627,1.13
 2021,Montgomery,KY,"Montgomery, KY",42710,7,1205,51643,-8933,0.83
 2019,Montgomery,MD,"Montgomery, MD",86039,0,2560,109714,-23675,0.78
 2020,Montgomery,MD,"Montgomery, MD",87507,2,2681,114900,-27393,0.76
 2021,Montgomery,MD,"Montgomery, MD",92740,6,2354,100886,-8146,0.92
 2019,Montgomery,MO,"Montgomery, MO",41856,0,544,23314,18542,1.8
 2020,Montgomery,MO,"Montgomery, MO",46685,12,673,28843,17842,1.62
 2021,Montgomery,MO,"Montgomery, MO",49923,7,706,30257,19666,1.65
 2019,Montgomery,MS,"Montgomery, MS",35009,0,509,21814,13195,1.6
 2020,Montgomery,MS,"Montgomery, MS",38639,10,545,23357,15282,1.65
 2021,Montgomery,MS,"Montgomery, MS",41252,7,623,26700,14552,1.55
 2019,Montgomery,NC,"Montgomery, NC",38850,0,1149,49243,-10393,0.79
 2020,Montgomery,NC,"Montgomery, NC",42133,9,1203,51557,-9424,0.82
 2021,Montgomery,NC,"Montgomery, NC",46916,11,955,40929,5987,1.15
 2019,Montgomery,NY,"Montgomery, NY",42045,0,594,25457,16588,1.65
 2020,Montgomery,NY,"Montgomery, NY",46018,9,603,25843,20175,1.78
 2021,Montgomery,NY,"Montgomery, NY",48821,6,922,39514,9307,1.24
 2019,Montgomery,OH,"Montgomery, OH",48011,0,575,24643,23368,1.95
 2020,Montgomery,OH,"Montgomery, OH",51883,8,603,25843,26040,2.01
 2021,Montgomery,OH,"Montgomery, OH",54822,6,620,26571,28251,2.06
 2019,Montgomery,PA,"Montgomery, PA",79267,0,1721,73757,5510,1.07
 2020,Montgomery,PA,"Montgomery, PA",84342,6,2007,86014,-1672,0.98
 2021,Montgomery,PA,"Montgomery, PA",88671,5,2021,86614,2057,1.02
 2019,Montgomery,TN,"Montgomery, TN",42647,0,1217,52157,-9510,0.82
 2020,Montgomery,TN,"Montgomery, TN",45493,7,1262,54086,-8593,0.84
 2021,Montgomery,TN,"Montgomery, TN",48104,6,1605,68786,-20682,0.7
 2019,Montgomery,TX,"Montgomery, TX",65882,0,1575,67500,-1618,0.98
 2020,Montgomery,TX,"Montgomery, TX",66440,1,1544,66171,269,1
 2021,Montgomery,TX,"Montgomery, TX",68974,4,1780,76286,-7312,0.9
 2019,Montmorency,MI,"Montmorency, MI",38520,0,591,25329,13191,1.52
 2020,Montmorency,MI,"Montmorency, MI",43272,12,516,22114,21158,1.96
 2021,Montmorency,MI,"Montmorency, MI",43331,0,803,34414,8917,1.26
 2019,Montour,PA,"Montour, PA",57124,0,1113,47700,9424,1.2
 2020,Montour,PA,"Montour, PA",60685,6,1438,61629,-944,0.98
 2021,Montour,PA,"Montour, PA",64548,6,1225,52500,12048,1.23
 2019,Montrose,CO,"Montrose, CO",43187,0,1536,65829,-22642,0.66
 2020,Montrose,CO,"Montrose, CO",46747,8,1712,73371,-26624,0.64
 2021,Montrose,CO,"Montrose, CO",50789,9,2442,104657,-53868,0.49
 2019,Moody,SD,"Moody, SD",52556,0,894,38314,14242,1.37
 2020,Moody,SD,"Moody, SD",61461,17,788,33771,27690,1.82
 2021,Moody,SD,"Moody, SD",65719,7,853,36557,29162,1.8
 2019,Moore,NC,"Moore, NC",54737,0,1499,64243,-9506,0.85
 2020,Moore,NC,"Moore, NC",57819,6,1618,69343,-11524,0.83
 2021,Moore,NC,"Moore, NC",60775,5,1899,81386,-20611,0.75
 2019,Moore,TN,"Moore, TN",43240,0,1519,65100,-21860,0.66
 2020,Moore,TN,"Moore, TN",45380,5,1625,69643,-24263,0.65
 2021,Moore,TN,"Moore, TN",48015,6,1584,67886,-19871,0.71
 2019,Moore,TX,"Moore, TX",46943,0,880,37714,9229,1.24
 2020,Moore,TX,"Moore, TX",50379,7,626,26829,23550,1.88
 2021,Moore,TX,"Moore, TX",56634,12,789,33814,22820,1.67
 2019,Mora,NM,"Mora, NM",43595,0,1384,59314,-15719,0.73
 2020,Mora,NM,"Mora, NM",48632,12,1335,57214,-8582,0.85
 2021,Mora,NM,"Mora, NM",51939,7,1940,83143,-31204,0.62
 2019,Morehouse,LA,"Morehouse, LA",37252,0,511,21900,15352,1.7
 2020,Morehouse,LA,"Morehouse, LA",41664,12,497,21300,20364,1.96
 2021,Morehouse,LA,"Morehouse, LA",44860,8,655,28071,16789,1.6
 2019,Morgan,AL,"Morgan, AL",40831,0,903,38700,2131,1.06
 2020,Morgan,AL,"Morgan, AL",44204,8,1051,45043,-839,0.98
 2021,Morgan,AL,"Morgan, AL",47479,7,1322,56657,-9178,0.84
 2019,Morgan,CO,"Morgan, CO",44756,0,1434,61457,-16701,0.73
 2020,Morgan,CO,"Morgan, CO",47366,6,1450,62143,-14777,0.76
 2021,Morgan,CO,"Morgan, CO",52069,10,1555,66643,-14574,0.78
 2019,Morgan,GA,"Morgan, GA",51582,0,1776,76114,-24532,0.68
 2020,Morgan,GA,"Morgan, GA",53835,4,1956,83829,-29994,0.64
 2021,Morgan,GA,"Morgan, GA",57857,8,2376,101829,-43972,0.57
 2019,Morgan,IL,"Morgan, IL",41094,0,578,24771,16323,1.66
 2020,Morgan,IL,"Morgan, IL",45084,10,532,22800,22284,1.98
 2021,Morgan,IL,"Morgan, IL",49678,10,504,21600,28078,2.3
 2019,Morgan,IN,"Morgan, IN",44963,0,1199,51386,-6423,0.88
 2020,Morgan,IN,"Morgan, IN",47662,6,1105,47357,305,1.01
 2021,Morgan,IN,"Morgan, IN",51539,8,1337,57300,-5761,0.9
 2019,Morgan,KY,"Morgan, KY",27348,0,637,27300,48,1
 2020,Morgan,KY,"Morgan, KY",30732,12,503,21557,9175,1.43
 2021,Morgan,KY,"Morgan, KY",33208,8,856,36686,-3478,0.91
 2019,Morgan,MO,"Morgan, MO",41617,0,989,42386,-769,0.98
 2020,Morgan,MO,"Morgan, MO",44776,8,923,39557,5219,1.13
 2021,Morgan,MO,"Morgan, MO",47637,6,1082,46371,1266,1.03
 2019,Morgan,OH,"Morgan, OH",35887,0,512,21943,13944,1.64
 2020,Morgan,OH,"Morgan, OH",40418,13,459,19671,20747,2.05
 2021,Morgan,OH,"Morgan, OH",43249,7,833,35700,7549,1.21
 2019,Morgan,TN,"Morgan, TN",32561,0,786,33686,-1125,0.97
 2020,Morgan,TN,"Morgan, TN",35188,8,877,37586,-2398,0.94
 2021,Morgan,TN,"Morgan, TN",39005,11,1533,65700,-26695,0.59
 2019,Morgan,UT,"Morgan, UT",54976,0,2401,102900,-47924,0.53
 2020,Morgan,UT,"Morgan, UT",58768,7,2908,124629,-65861,0.47
 2021,Morgan,UT,"Morgan, UT",63256,8,4335,185786,-122530,0.34
 2019,Morgan,WV,"Morgan, WV",38901,0,1021,43757,-4856,0.89
 2020,Morgan,WV,"Morgan, WV",41709,7,1014,43457,-1748,0.96
 2021,Morgan,WV,"Morgan, WV",44779,7,1262,54086,-9307,0.83
 2019,Morrill,NE,"Morrill, NE",57763,0,339,14529,43234,3.98
 2020,Morrill,NE,"Morrill, NE",63827,11,624,26743,37084,2.39
 2021,Morrill,NE,"Morrill, NE",65524,3,530,22714,42810,2.88
 2019,Morris,KS,"Morris, KS",45012,0,688,29486,15526,1.53
 2020,Morris,KS,"Morris, KS",51167,14,678,29057,22110,1.76
 2021,Morris,KS,"Morris, KS",52926,3,511,21900,31026,2.42
 2019,Morris,NJ,"Morris, NJ",97774,0,2424,103886,-6112,0.94
 2020,Morris,NJ,"Morris, NJ",100617,3,2584,110743,-10126,0.91
 2021,Morris,NJ,"Morris, NJ",107767,7,2651,113614,-5847,0.95
 2019,Morris,TX,"Morris, TX",41319,0,462,19800,21519,2.09
 2020,Morris,TX,"Morris, TX",44101,7,631,27043,17058,1.63
 2021,Morris,TX,"Morris, TX",47226,7,779,33386,13840,1.41
 2019,Morrison,MN,"Morrison, MN",41933,0,888,38057,3876,1.1
 2020,Morrison,MN,"Morrison, MN",47136,12,894,38314,8822,1.23
 2021,Morrison,MN,"Morrison, MN",50229,7,1063,45557,4672,1.1
 2019,Morrow,OH,"Morrow, OH",41694,0,1080,46286,-4592,0.9
 2020,Morrow,OH,"Morrow, OH",45968,10,903,38700,7268,1.19
 2021,Morrow,OH,"Morrow, OH",49162,7,1279,54814,-5652,0.9
 2019,Morrow,OR,"Morrow, OR",46189,0,852,36514,9675,1.26
 2020,Morrow,OR,"Morrow, OR",48990,6,1422,60943,-11953,0.8
 2021,Morrow,OR,"Morrow, OR",51670,6,1466,62829,-11159,0.82
 2019,Morton,KS,"Morton, KS",42126,0,269,11529,30597,3.65
 2020,Morton,KS,"Morton, KS",49035,16,281,12043,36992,4.07
 2021,Morton,KS,"Morton, KS",58423,19,433,18557,39866,3.15
 2019,Morton,ND,"Morton, ND",52389,0,1159,49671,2718,1.05
 2020,Morton,ND,"Morton, ND",55406,6,1167,50014,5392,1.11
 2021,Morton,ND,"Morton, ND",58630,6,1221,52329,6301,1.12
 2019,Motley,TX,"Motley, TX",36022,0,0,0,36022,0
 2020,Motley,TX,"Motley, TX",41872,16,237,10157,31715,4.12
 2019,Moultrie,IL,"Moultrie, IL",68254,0,455,19500,48754,3.5
 2020,Moultrie,IL,"Moultrie, IL",69993,3,516,22114,47879,3.17
 2021,Moultrie,IL,"Moultrie, IL",76100,9,474,20314,55786,3.75
 2019,Mountrail,ND,"Mountrail, ND",68215,0,861,36900,31315,1.85
 2020,Mountrail,ND,"Mountrail, ND",68259,0,837,35871,32388,1.9
 2021,Mountrail,ND,"Mountrail, ND",72419,6,1288,55200,17219,1.31
 2019,Mower,MN,"Mower, MN",46076,0,577,24729,21347,1.86
 2020,Mower,MN,"Mower, MN",50565,10,841,36043,14522,1.4
 2021,Mower,MN,"Mower, MN",55320,9,687,29443,25877,1.88
 2019,Muhlenberg,KY,"Muhlenberg, KY",34740,0,556,23829,10911,1.46
 2020,Muhlenberg,KY,"Muhlenberg, KY",37023,7,569,24386,12637,1.52
 2021,Muhlenberg,KY,"Muhlenberg, KY",40634,10,711,30471,10163,1.33
 2019,Multnomah,OR,"Multnomah, OR",59993,0,2286,97971,-37978,0.61
 2020,Multnomah,OR,"Multnomah, OR",64858,8,2232,95657,-30799,0.68
 2021,Multnomah,OR,"Multnomah, OR",70331,8,2456,105257,-34926,0.67
 2019,Murray,GA,"Murray, GA",31274,0,832,35657,-4383,0.88
 2020,Murray,GA,"Murray, GA",34039,9,861,36900,-2861,0.92
 2021,Murray,GA,"Murray, GA",37264,10,1021,43757,-6493,0.85
 2019,Murray,MN,"Murray, MN",52874,0,608,26057,26817,2.03
 2020,Murray,MN,"Murray, MN",62101,18,779,33386,28715,1.86
 2021,Murray,MN,"Murray, MN",63623,3,747,32014,31609,1.99
 2019,Murray,OK,"Murray, OK",43630,0,669,28671,14959,1.52
 2020,Murray,OK,"Murray, OK",45070,3,765,32786,12284,1.37
 2021,Murray,OK,"Murray, OK",48831,8,880,37714,11117,1.29
 2019,Muscatine,IA,"Muscatine, IA",48011,0,764,32743,15268,1.47
 2020,Muscatine,IA,"Muscatine, IA",50326,5,705,30214,20112,1.67
 2021,Muscatine,IA,"Muscatine, IA",53861,7,711,30471,23390,1.77
 2019,Muscogee,GA,"Muscogee, GA",42149,0,694,29743,12406,1.42
 2020,Muscogee,GA,"Muscogee, GA",45144,7,735,31500,13644,1.43
 2021,Muscogee,GA,"Muscogee, GA",49091,9,804,34457,14634,1.42
 2019,Muskegon,MI,"Muskegon, MI",39646,0,823,35271,4375,1.12
 2020,Muskegon,MI,"Muskegon, MI",44159,11,853,36557,7602,1.21
 2021,Muskegon,MI,"Muskegon, MI",46701,6,923,39557,7144,1.18
 2019,Muskingum,OH,"Muskingum, OH",42244,0,762,32657,9587,1.29
 2020,Muskingum,OH,"Muskingum, OH",46224,9,730,31286,14938,1.48
 2021,Muskingum,OH,"Muskingum, OH",49160,6,804,34457,14703,1.43
 2019,Muskogee,OK,"Muskogee, OK",38355,0,514,22029,16326,1.74
 2020,Muskogee,OK,"Muskogee, OK",40934,7,626,26829,14105,1.53
 2021,Muskogee,OK,"Muskogee, OK",43699,7,548,23486,20213,1.86
 2019,Musselshell,MT,"Musselshell, MT",44810,0,712,30514,14296,1.47
 2020,Musselshell,MT,"Musselshell, MT",48195,8,756,32400,15795,1.49
 2021,Musselshell,MT,"Musselshell, MT",49553,3,1879,80529,-30976,0.62
 2019,Nacogdoches,TX,"Nacogdoches, TX",39665,0,1021,43757,-4092,0.91
 2020,Nacogdoches,TX,"Nacogdoches, TX",42073,6,979,41957,116,1
 2021,Nacogdoches,TX,"Nacogdoches, TX",46246,10,1370,58714,-12468,0.79
 2019,Nance,NE,"Nance, NE",40694,0,484,20743,19951,1.96
 2020,Nance,NE,"Nance, NE",47317,16,588,25200,22117,1.88
 2021,Nance,NE,"Nance, NE",55096,16,942,40371,14725,1.36
 2019,Nantucket,MA,"Nantucket, MA",96986,0,10757,461014,-364028,0.21
 2020,Nantucket,MA,"Nantucket, MA",93793,-3,14349,614957,-521164,0.15
 2021,Nantucket,MA,"Nantucket, MA",101902,9,17814,763457,-661555,0.13
 2019,Napa,CA,"Napa, CA",74379,0,4141,177471,-103092,0.42
 2020,Napa,CA,"Napa, CA",82643,11,4887,209443,-126800,0.39
 2021,Napa,CA,"Napa, CA",90608,10,6526,279686,-189078,0.32
 2019,Nash,NC,"Nash, NC",44063,0,791,33900,10163,1.3
 2020,Nash,NC,"Nash, NC",46885,6,920,39429,7456,1.19
 2021,Nash,NC,"Nash, NC",50714,8,1297,55586,-4872,0.91
 2019,Nassau,FL,"Nassau, FL",63408,0,1777,76157,-12749,0.83
 2020,Nassau,FL,"Nassau, FL",66227,4,1866,79971,-13744,0.83
 2021,Nassau,FL,"Nassau, FL",70010,6,2439,104529,-34519,0.67
 2019,Nassau,NY,"Nassau, NY",89713,0,3029,129814,-40101,0.69
 2020,Nassau,NY,"Nassau, NY",93715,5,3194,136886,-43171,0.68
 2021,Nassau,NY,"Nassau, NY",99597,6,3436,147257,-47660,0.68
 2019,Natchitoches,LA,"Natchitoches, LA",41188,0,1034,44314,-3126,0.93
 2020,Natchitoches,LA,"Natchitoches, LA",43373,5,1074,46029,-2656,0.94
 2021,Natchitoches,LA,"Natchitoches, LA",46579,7,1251,53614,-7035,0.87
 2019,Natrona,WY,"Natrona, WY",69791,0,1164,49886,19905,1.4
 2020,Natrona,WY,"Natrona, WY",67229,-4,1145,49071,18158,1.37
 2021,Natrona,WY,"Natrona, WY",70175,4,1238,53057,17118,1.32
 2019,Navajo,AZ,"Navajo, AZ",33756,0,1367,58586,-24830,0.58
 2020,Navajo,AZ,"Navajo, AZ",38524,14,1378,59057,-20533,0.65
 2021,Navajo,AZ,"Navajo, AZ",41680,8,2161,92614,-50934,0.45
 2019,Navarro,TX,"Navarro, TX",39544,0,892,38229,1315,1.03
 2020,Navarro,TX,"Navarro, TX",41872,6,966,41400,472,1.01
 2021,Navarro,TX,"Navarro, TX",45616,9,1367,58586,-12970,0.78
 2019,Nelson,KY,"Nelson, KY",44046,0,934,40029,4017,1.1
 2020,Nelson,KY,"Nelson, KY",47852,9,853,36557,11295,1.31
 2021,Nelson,KY,"Nelson, KY",51367,7,1278,54771,-3404,0.94
 2019,Nelson,ND,"Nelson, ND",58823,0,591,25329,33494,2.32
 2020,Nelson,ND,"Nelson, ND",71728,22,441,18900,52828,3.8
 2021,Nelson,ND,"Nelson, ND",70971,-1,745,31929,39042,2.22
 2019,Nelson,VA,"Nelson, VA",54067,0,1278,54771,-704,0.99
 2020,Nelson,VA,"Nelson, VA",58929,9,1482,63514,-4585,0.93
 2021,Nelson,VA,"Nelson, VA",63085,7,2259,96814,-33729,0.65
 2019,Nemaha,KS,"Nemaha, KS",50709,0,424,18171,32538,2.79
 2020,Nemaha,KS,"Nemaha, KS",57969,14,856,36686,21283,1.58
 2021,Nemaha,KS,"Nemaha, KS",60858,5,347,14871,45987,4.09
 2019,Nemaha,NE,"Nemaha, NE",48317,0,502,21514,26803,2.25
 2020,Nemaha,NE,"Nemaha, NE",51393,6,544,23314,28079,2.2
 2021,Nemaha,NE,"Nemaha, NE",56823,11,624,26743,30080,2.12
 2019,Neosho,KS,"Neosho, KS",40964,0,381,16329,24635,2.51
 2020,Neosho,KS,"Neosho, KS",44751,9,418,17914,26837,2.5
 2021,Neosho,KS,"Neosho, KS",47902,7,484,20743,27159,2.31
 2019,Neshoba,MS,"Neshoba, MS",37989,0,618,26486,11503,1.43
 2020,Neshoba,MS,"Neshoba, MS",39519,4,647,27729,11790,1.43
 2021,Neshoba,MS,"Neshoba, MS",43915,11,654,28029,15886,1.57
 2019,Ness,KS,"Ness, KS",54381,0,412,17657,36724,3.08
 2020,Ness,KS,"Ness, KS",60791,12,334,14314,46477,4.25
 2021,Ness,KS,"Ness, KS",66087,9,908,38914,27173,1.7
 2019,Nevada,AR,"Nevada, AR",33332,0,339,14529,18803,2.29
 2020,Nevada,AR,"Nevada, AR",35106,5,337,14443,20663,2.43
 2021,Nevada,AR,"Nevada, AR",39041,11,711,30471,8570,1.28
 2019,Nevada,CA,"Nevada, CA",61358,0,2118,90771,-29413,0.68
 2020,Nevada,CA,"Nevada, CA",65652,7,2348,100629,-34977,0.65
 2021,Nevada,CA,"Nevada, CA",68973,5,2873,123129,-54156,0.56
 2019,New Castle,DE,"New Castle, DE",56930,0,1268,54343,2587,1.05
 2020,New Castle,DE,"New Castle, DE",59303,4,1427,61157,-1854,0.97
 2021,New Castle,DE,"New Castle, DE",63189,7,1512,64800,-1611,0.98
 2019,New Hanover,NC,"New Hanover, NC",50960,0,1740,74571,-23611,0.68
 2020,New Hanover,NC,"New Hanover, NC",54391,7,1818,77914,-23523,0.7
 2021,New Hanover,NC,"New Hanover, NC",57693,6,2272,97371,-39678,0.59
 2019,New Haven,CT,"New Haven, CT",56888,0,1330,57000,-112,1
 2020,New Haven,CT,"New Haven, CT",60128,6,1335,57214,2914,1.05
 2021,New Haven,CT,"New Haven, CT",64643,8,1567,67157,-2514,0.96
 2019,New Kent,VA,"New Kent, VA",82110,0,1523,65271,16839,1.26
 2020,New Kent,VA,"New Kent, VA",85427,4,1642,70371,15056,1.21
 2021,New Kent,VA,"New Kent, VA",90086,6,1774,76029,14057,1.18
 2019,New London,CT,"New London, CT",58362,0,1339,57386,976,1.02
 2020,New London,CT,"New London, CT",61222,5,1433,61414,-192,1
 2021,New London,CT,"New London, CT",63877,4,1655,70929,-7052,0.9
 2019,New Madrid,MO,"New Madrid, MO",37247,0,218,9343,27904,3.99
 2020,New Madrid,MO,"New Madrid, MO",43079,16,443,18986,24093,2.27
 2021,New Madrid,MO,"New Madrid, MO",49093,14,478,20486,28607,2.4
 2019,New York,NY,"New York, NY",173525,0,8176,350400,-176875,0.5
 2020,New York,NY,"New York, NY",175327,1,8314,356314,-180987,0.49
 2021,New York,NY,"New York, NY",195543,12,7392,316800,-121257,0.62
 2019,Newaygo,MI,"Newaygo, MI",38065,0,802,34371,3694,1.11
 2020,Newaygo,MI,"Newaygo, MI",42134,11,850,36429,5705,1.16
 2021,Newaygo,MI,"Newaygo, MI",44597,6,986,42257,2340,1.06
 2019,Newberry,SC,"Newberry, SC",40342,0,1080,46286,-5944,0.87
 2020,Newberry,SC,"Newberry, SC",43190,7,970,41571,1619,1.04
 2021,Newberry,SC,"Newberry, SC",46917,9,1429,61243,-14326,0.77
 2019,Newport,RI,"Newport, RI",73416,0,2820,120857,-47441,0.61
 2020,Newport,RI,"Newport, RI",78693,7,2912,124800,-46107,0.63
 2021,Newport,RI,"Newport, RI",84054,7,3466,148543,-64489,0.57
 2019,Newton,AR,"Newton, AR",32564,0,747,32014,550,1.02
 2020,Newton,AR,"Newton, AR",35371,9,978,41914,-6543,0.84
 2021,Newton,AR,"Newton, AR",38629,9,1353,57986,-19357,0.67
 2019,Newton,GA,"Newton, GA",35126,0,1150,49286,-14160,0.71
 2020,Newton,GA,"Newton, GA",38449,10,1125,48214,-9765,0.8
 2021,Newton,GA,"Newton, GA",42056,9,1480,63429,-21373,0.66
 2019,Newton,IN,"Newton, IN",41129,0,473,20271,20858,2.03
 2020,Newton,IN,"Newton, IN",45837,11,675,28929,16908,1.58
 2021,Newton,IN,"Newton, IN",51905,13,542,23229,28676,2.23
 2019,Newton,MO,"Newton, MO",39711,0,799,34243,5468,1.16
 2020,Newton,MO,"Newton, MO",42442,7,952,40800,1642,1.04
 2021,Newton,MO,"Newton, MO",45190,7,1123,48129,-2939,0.94
 2019,Newton,MS,"Newton, MS",35654,0,681,29186,6468,1.22
 2020,Newton,MS,"Newton, MS",36925,4,607,26014,10911,1.42
 2021,Newton,MS,"Newton, MS",41367,12,750,32143,9224,1.29
 2019,Newton,TX,"Newton, TX",38416,0,624,26743,11673,1.44
 2020,Newton,TX,"Newton, TX",40957,7,599,25671,15286,1.6
 2021,Newton,TX,"Newton, TX",43123,5,774,33171,9952,1.3
 2019,Nez Perce,ID,"Nez Perce, ID",44537,0,1163,49843,-5306,0.89
 2020,Nez Perce,ID,"Nez Perce, ID",48279,8,1320,56571,-8292,0.85
 2021,Nez Perce,ID,"Nez Perce, ID",50993,6,1784,76457,-25464,0.67
 2019,Niagara,NY,"Niagara, NY",46393,0,628,26914,19479,1.72
 2020,Niagara,NY,"Niagara, NY",51017,10,693,29700,21317,1.72
 2021,Niagara,NY,"Niagara, NY",53137,4,839,35957,17180,1.48
 2019,Nicholas,KY,"Nicholas, KY",34420,0,557,23871,10549,1.44
 2020,Nicholas,KY,"Nicholas, KY",37934,10,542,23229,14705,1.63
 2021,Nicholas,KY,"Nicholas, KY",41414,9,1031,44186,-2772,0.94
 2019,Nicholas,WV,"Nicholas, WV",35542,0,671,28757,6785,1.24
 2020,Nicholas,WV,"Nicholas, WV",38165,7,744,31886,6279,1.2
 2021,Nicholas,WV,"Nicholas, WV",40915,7,718,30771,10144,1.33
 2019,Nicollet,MN,"Nicollet, MN",50427,0,1206,51686,-1259,0.98
 2020,Nicollet,MN,"Nicollet, MN",53688,7,1317,56443,-2755,0.95
 2021,Nicollet,MN,"Nicollet, MN",56992,6,1411,60471,-3479,0.94
 2019,Niobrara,WY,"Niobrara, WY",45633,0,1197,51300,-5667,0.89
 2020,Niobrara,WY,"Niobrara, WY",50469,11,899,38529,11940,1.31
 2021,Niobrara,WY,"Niobrara, WY",53797,7,614,26314,27483,2.04
 2019,Noble,IN,"Noble, IN",41110,0,690,29571,11539,1.39
 2020,Noble,IN,"Noble, IN",44250,8,746,31971,12279,1.38
 2021,Noble,IN,"Noble, IN",48060,9,1105,47357,703,1.01
 2019,Noble,OH,"Noble, OH",28633,0,557,23871,4762,1.2
 2020,Noble,OH,"Noble, OH",31322,9,868,37200,-5878,0.84
 2021,Noble,OH,"Noble, OH",32713,4,863,36986,-4273,0.88
 2019,Noble,OK,"Noble, OK",45429,0,537,23014,22415,1.97
 2020,Noble,OK,"Noble, OK",47928,6,357,15300,32628,3.13
 2021,Noble,OK,"Noble, OK",51172,7,874,37457,13715,1.37
 2019,Nobles,MN,"Nobles, MN",43841,0,841,36043,7798,1.22
 2020,Nobles,MN,"Nobles, MN",52093,19,877,37586,14507,1.39
 2021,Nobles,MN,"Nobles, MN",54479,5,922,39514,14965,1.38
 2019,Nodaway,MO,"Nodaway, MO",33241,0,692,29657,3584,1.12
 2020,Nodaway,MO,"Nodaway, MO",37241,12,642,27514,9727,1.35
 2021,Nodaway,MO,"Nodaway, MO",39258,5,760,32571,6687,1.21
 2019,Nolan,TX,"Nolan, TX",45680,0,560,24000,21680,1.9
 2020,Nolan,TX,"Nolan, TX",47428,4,611,26186,21242,1.81
 2021,Nolan,TX,"Nolan, TX",52629,11,716,30686,21943,1.72
 2019,Nome,AK,"Nome, AK",52541,0,1117,47871,4670,1.1
 2020,Nome,AK,"Nome, AK",54275,3,1123,48129,6146,1.13
 2021,Nome,AK,"Nome, AK",58882,9,432,18514,40368,3.18
 2019,Norfolk,MA,"Norfolk, MA",93360,0,2897,124157,-30797,0.75
 2020,Norfolk,MA,"Norfolk, MA",97787,5,3102,132943,-35156,0.74
 2021,Norfolk,MA,"Norfolk, MA",104059,6,3431,147043,-42984,0.71
 2019,Norman,MN,"Norman, MN",37092,0,425,18214,18878,2.04
 2020,Norman,MN,"Norman, MN",49702,34,420,18000,31702,2.76
 2021,Norman,MN,"Norman, MN",56502,14,347,14871,41631,3.8
 2019,North Slope,AK,"North Slope, AK",80223,0,1583,67843,12380,1.18
 2020,North Slope,AK,"North Slope, AK",75612,-6,870,37286,38326,2.03
